fiscal_year,state_name,program_area,total_investment_dollars,number_investments,svi_investments
2016,New Mexico,Single Family Housing,46354174,382,17895494
2016,New Mexico,Telecommunications Programs,10512890,2,0
2016,New Mexico,Water and Environmental,12399091,12,12339094
2016,New York,Business Programs,19246580,73,554248
2016,New York,Community Facilities,45971906,47,32000
2016,New York,Multifamily Housing,35027268,383,2173799
2016,New York,Single Family Housing,213756384,1964,8457463
2016,New York,Telecommunications Programs,219561,1,0
2016,New York,Water and Environmental,26049452,41,2011343
2016,North Carolina,Business Programs,161828475,133,71148264
2016,North Carolina,Community Facilities,144844165,90,40046937
2016,North Carolina,Electric Programs,245659000,9,0
2016,North Carolina,Multifamily Housing,143134789,676,79408056
2016,North Carolina,Single Family Housing,888116459,6591,171576395
2016,North Carolina,Telecommunications Programs,1003384,5,0
2016,North Carolina,Water and Environmental,41278467,36,20160586
2016,North Dakota,Business Programs,22033779,33,4746255
2016,North Dakota,Community Facilities,64475492,22,571992
2016,North Dakota,Electric Programs,65975000,1,0
2016,North Dakota,Multifamily Housing,6874793,192,1111953
2016,North Dakota,Single Family Housing,49846902,361,2158315
2016,North Dakota,Telecommunications Programs,44258161,2,0
2016,North Dakota,Water and Environmental,18582156,16,3428433
2016,Ohio,Business Programs,43474054,59,867922
2016,Ohio,Community Facilities,72272563,48,204000
2016,Ohio,Electric Programs,52464583,4,0
2016,Ohio,Multifamily Housing,38153585,508,4695732
2016,Ohio,Single Family Housing,519616545,5005,21408313
2016,Ohio,Telecommunications Programs,365160,2,0
2016,Ohio,Water and Environmental,47949780,30,1489885
2016,Oklahoma,Business Programs,32259248,36,15609174
2016,Oklahoma,Community Facilities,1442900,31,1031100
2016,Oklahoma,Electric Programs,41207000,3,0
2016,Oklahoma,Multifamily Housing,30472361,336,15400721
2016,Oklahoma,Single Family Housing,248098054,2177,62217723
2016,Oklahoma,Telecommunications Programs,4104632,4,0
2016,Oklahoma,Water and Environmental,49944378,30,32560931
2016,Oregon,Business Programs,150723469,109,61109868
2016,Oregon,Community Facilities,2246375,11,18178
2016,Oregon,Multifamily Housing,28999207,239,11834580
2016,Oregon,Single Family Housing,373380401,2070,92296778
2016,Oregon,Water and Environmental,16078160,13,2717906
2016,Pennsylvania,Business Programs,20656896,72,663815
2016,Pennsylvania,Community Facilities,4321196,47,998440
2016,Pennsylvania,Electric Programs,10000000,1,0
2016,Pennsylvania,Multifamily Housing,34775025,323,2297962
2016,Pennsylvania,Single Family Housing,612745142,4850,18667710
2016,Pennsylvania,Telecommunications Programs,92568,1,0
2016,Pennsylvania,Water and Environmental,52806738,15,10337400
2016,Puerto Rico,Business Programs,2411910,30,2411910
2016,Puerto Rico,Community Facilities,16297637,19,16297637
2016,Puerto Rico,Multifamily Housing,26816871,88,26816871
2016,Puerto Rico,Single Family Housing,230613052,2201,230613052
2016,Puerto Rico,Water and Environmental,6654814,8,6654814
2016,Rhode Island,Business Programs,679688,14,178677
2016,Rhode Island,Community Facilities,5600280,8,63900
2016,Rhode Island,Multifamily Housing,3583787,19,14230
2016,Rhode Island,Single Family Housing,22915815,114,0
2016,Rhode Island,Water and Environmental,2400000,2,0
2016,South Carolina,Business Programs,37438563,43,8637811
2016,South Carolina,Community Facilities,89765381,62,45275836
2016,South Carolina,Electric Programs,302421000,5,0
2016,South Carolina,Multifamily Housing,46281405,521,29268237
2016,South Carolina,Single Family Housing,506662351,3825,86837940
2016,South Carolina,Telecommunications Programs,1075969,4,0
2016,South Carolina,Water and Environmental,73638898,25,57870878
2016,South Dakota,Business Programs,17641449,44,3000722
2016,South Dakota,Community Facilities,41635575,24,10615104
2016,South Dakota,Electric Programs,95109000,4,0
2016,South Dakota,Multifamily Housing,29639052,627,5560721
2016,South Dakota,Single Family Housing,161058077,1233,12172112
2016,South Dakota,Telecommunications Programs,7279615,4,0
2016,South Dakota,Water and Environmental,17209605,17,3117232
2016,Tennessee,Business Programs,25251217,100,5422132
2016,Tennessee,Community Facilities,86884066,56,34926744
2016,Tennessee,Electric Programs,17000000,1,0
2016,Tennessee,Multifamily Housing,35520171,381,18788524
2016,Tennessee,Single Family Housing,832610921,6743,110676801
2016,Tennessee,Telecommunications Programs,1460039,5,0
2016,Tennessee,Water and Environmental,36579322,44,15516804
2016,Texas,Business Programs,64950708,67,18273328
2016,Texas,Community Facilities,72352101,48,64589201
2016,Texas,Electric Programs,90480000,1,0
2016,Texas,Multifamily Housing,94570511,843,42158392
2016,Texas,Single Family Housing,644300384,4834,148352280
2016,Texas,Telecommunications Programs,14261000,1,0
2016,Texas,Water and Environmental,83205183,112,33719824
2016,Utah,Business Programs,23359209,26,6709860
2016,Utah,Community Facilities,53457380,18,70200
2016,Utah,Multifamily Housing,9233653,88,1541562
2016,Utah,Single Family Housing,372538591,1932,12827658
2016,Utah,Telecommunications Programs,243860,1,0
2016,Utah,Water and Environmental,12637204,7,3529466
2016,Vermont,Business Programs,16380075,77,782693
2016,Vermont,Community Facilities,12643300,30,159300
2016,Vermont,Multifamily Housing,19987123,94,1956312
2016,Vermont,Single Family Housing,77287620,556,1793899
2016,Vermont,Water and Environmental,18159776,33,0
2016,Virginia,Business Programs,25442194,65,13789551
2016,Virginia,Community Facilities,80222419,80,1713100
2016,Virginia,Electric Programs,445462000,5,0
2016,Virginia,Multifamily Housing,35497637,277,13200593
2016,Virginia,Single Family Housing,590243135,3873,51116075
2016,Virginia,Telecommunications Programs,2043816,3,0
2016,Virginia,Water and Environmental,45936000,37,20495000
2016,Washington,Business Programs,25637032,122,16149199
2016,Washington,Community Facilities,35044668,21,9772674
2016,Washington,Electric Programs,30782000,1,0
2016,Washington,Multifamily Housing,42451890,540,22041599
2016,Washington,Single Family Housing,443006491,2209,61816323
2016,Washington,Telecommunications Programs,396692,1,0
2016,Washington,Water and Environmental,15541815,23,10581000
2016,West Virginia,Business Programs,8377635,40,947190
2016,West Virginia,Community Facilities,24922836,31,2029833
2016,West Virginia,Multifamily Housing,17442097,226,3503907
2016,West Virginia,Single Family Housing,229279847,1799,14770520
2016,West Virginia,Telecommunications Programs,1057354,3,0
2016,West Virginia,Water and Environmental,26547367,24,741577
2016,Wisconsin,Business Programs,28403249,139,436405
2016,Wisconsin,Community Facilities,15992827,24,0
2016,Wisconsin,Electric Programs,73572000,2,0
2016,Wisconsin,Multifamily Housing,23309130,998,2296755
2016,Wisconsin,Single Family Housing,328407482,2599,8808482
2016,Wisconsin,Telecommunications Programs,854084,4,0
2016,Wisconsin,Water and Environmental,36468554,42,24000
2016,Wyoming,Business Programs,2128307,17,197391
2016,Wyoming,Community Facilities,256341,9,41000
2016,Wyoming,Multifamily Housing,6171917,62,809511
2016,Wyoming,Single Family Housing,174678451,972,15273401
2016,Wyoming,Water and Environmental,7074161,11,4745895
2017,Alabama,Business Programs,5740057,48,2409343
2017,Alabama,Community Facilities,5167789,37,2404497
2017,Alabama,Electric Programs,56733000,2,0
2017,Alabama,Multifamily Housing,38365762,445,17975764
2017,Alabama,Single Family Housing,523410014,4293,55955643
2017,Alabama,Telecommunications Programs,20066143,4,0
2017,Alabama,Water and Environmental,47006111,41,24380702
2017,Alaska,Business Programs,13598242,24,641405
2017,Alaska,Community Facilities,351981,6,252586
2017,Alaska,Electric Programs,117157379,10,0
2017,Alaska,Multifamily Housing,7717128,49,2807872
2017,Alaska,Single Family Housing,124020577,571,34077286
2017,Alaska,Telecommunications Programs,1356092,5,0
2017,Alaska,Water and Environmental,28727112,37,18181294
2017,Arizona,Business Programs,58884727,43,29593556
2017,Arizona,Community Facilities,7076106,13,184696
2017,Arizona,Multifamily Housing,20134669,142,13069841
2017,Arizona,Single Family Housing,287058410,2008,97503941
2017,Arizona,Water and Environmental,39383745,33,17154780
2017,Arkansas,Business Programs,2536316,29,93303
2017,Arkansas,Community Facilities,5698699,51,4723997
2017,Arkansas,Electric Programs,87011000,4,0
2017,Arkansas,Multifamily Housing,28293554,427,12967247
2017,Arkansas,Single Family Housing,464827096,4167,58476718
2017,Arkansas,Water and Environmental,25803922,33,9969748
2017,California,Business Programs,63805288,116,28321870
2017,California,Community Facilities,99819500,48,27129039
2017,California,Electric Programs,7156900,1,0
2017,California,Multifamily Housing,173604299,552,138779988
2017,California,Single Family Housing,574781554,2978,309566652
2017,California,Telecommunications Programs,9025,1,0
2017,California,Water and Environmental,54838188,24,10818340
2017,Colorado,Business Programs,10123838,33,2553575
2017,Colorado,Community Facilities,100993387,41,80228354
2017,Colorado,Electric Programs,11366500,2,0
2017,Colorado,Multifamily Housing,15825800,165,6736262
2017,Colorado,Single Family Housing,288442706,1434,55338264
2017,Colorado,Water and Environmental,13799959,20,44500
2017,Connecticut,Business Programs,828501,23,277480
2017,Connecticut,Community Facilities,14932459,8,0
2017,Connecticut,Multifamily Housing,10977765,79,507199
2017,Connecticut,Single Family Housing,141069521,772,5879457
2017,Connecticut,Water and Environmental,1755535,2,0
2017,Delaware,Business Programs,557428,16,109227
2017,Delaware,Community Facilities,11497010,11,6067500
2017,Delaware,Multifamily Housing,8658446,55,4050892
2017,Delaware,Single Family Housing,158957211,795,22590308
2017,Delaware,Water and Environmental,6115000,7,0
2017,District of Columbia,Business Programs,916972,4,0
2017,District of Columbia,Community Facilities,300290,2,0
2017,District of Columbia,Water and Environmental,7905000,4,0
2017,Florida,Business Programs,166428920,65,44817533
2017,Florida,Community Facilities,19847884,25,2617184
2017,Florida,Electric Programs,255000000,2,0
2017,Florida,Multifamily Housing,70161790,727,46065172
2017,Florida,Single Family Housing,681625153,4549,133325810
2017,Florida,Water and Environmental,4727924,9,832325
2017,Georgia,Business Programs,25700751,95,11436243
2017,Georgia,Community Facilities,344097852,89,150185300
2017,Georgia,Electric Programs,603814619,6,0
2017,Georgia,Multifamily Housing,54503118,532,31077798
2017,Georgia,Single Family Housing,663271243,5119,111711610
2017,Georgia,Telecommunications Programs,671517,2,0
2017,Georgia,Water and Environmental,31025716,14,7515000
2017,Hawaii,Business Programs,1261393,22,400371
2017,Hawaii,Community Facilities,3684636,3,0
2017,Hawaii,Electric Programs,61608450,2,0
2017,Hawaii,Multifamily Housing,8567295,25,2749723
2017,Hawaii,Single Family Housing,224396192,690,23865864
2017,Hawaii,Water and Environmental,932261,2,0
2017,Idaho,Business Programs,20603499,63,4059833
2017,Idaho,Community Facilities,13610220,17,763270
2017,Idaho,Electric Programs,1085000,1,0
2017,Idaho,Multifamily Housing,21593201,286,8150698
2017,Idaho,Single Family Housing,244026291,1511,38861735
2017,Idaho,Water and Environmental,13141547,31,6841140
2017,Illinois,Business Programs,14810663,58,4795855
2017,Illinois,Community Facilities,120214423,59,84000
2017,Illinois,Multifamily Housing,32296640,746,3209472
2017,Illinois,Single Family Housing,361098229,4138,20264639
2017,Illinois,Telecommunications Programs,14456974,5,0
2017,Illinois,Water and Environmental,52969091,63,3630341
2017,Indiana,Business Programs,17817145,69,8061751
2017,Indiana,Community Facilities,18876000,18,11218900
2017,Indiana,Electric Programs,10000000,1,0
2017,Indiana,Multifamily Housing,26845420,850,4193721
2017,Indiana,Single Family Housing,709020750,6334,48879217
2017,Indiana,Water and Environmental,55803208,23,0
2017,Iowa,Business Programs,28282952,95,1643713
2017,Iowa,Community Facilities,159917860,69,6577395
2017,Iowa,Electric Programs,17500000,2,0
2017,Iowa,Multifamily Housing,32798707,778,2551125
2017,Iowa,Single Family Housing,241863164,2421,13097749
2017,Iowa,Telecommunications Programs,22365779,2,0
2017,Iowa,Water and Environmental,42856855,50,0
2017,Kansas,Business Programs,14715055,68,1154904
2017,Kansas,Community Facilities,33183837,49,62786
2017,Kansas,Electric Programs,8000000,1,0
2017,Kansas,Multifamily Housing,14025850,501,1483224
2017,Kansas,Single Family Housing,158551660,1485,14171400
2017,Kansas,Telecommunications Programs,57443381,1,0
2017,Kansas,Water and Environmental,52274509,37,0
2017,Kentucky,Business Programs,52120121,71,15715124
2017,Kentucky,Community Facilities,171247600,49,689580
2017,Kentucky,Electric Programs,87389000,3,0
2017,Kentucky,Multifamily Housing,29292903,386,11517376
2017,Kentucky,Single Family Housing,560459437,5144,55166970
2017,Kentucky,Telecommunications Programs,1359233,3,0
2017,Kentucky,Water and Environmental,49678000,38,8135000
2017,Louisiana,Business Programs,104996396,54,26539060
2017,Louisiana,Community Facilities,137800,5,81300
2017,Louisiana,Electric Programs,65000000,1,0
2017,Louisiana,Multifamily Housing,46814557,341,23517116
2017,Louisiana,Single Family Housing,715800831,5006,122767519
2017,Louisiana,Telecommunications Programs,640763,3,0
2017,Louisiana,Water and Environmental,17125727,16,174265
2017,Maine,Business Programs,1089271,53,0
2017,Maine,Community Facilities,11257248,21,643000
2017,Maine,Electric Programs,1579000,1,0
2017,Maine,Multifamily Housing,38010816,436,4399193
2017,Maine,Single Family Housing,285034467,2086,7928249
2017,Maine,Telecommunications Programs,978842,4,0
2017,Maine,Water and Environmental,54792293,29,30000
2017,Maryland,Business Programs,15969373,28,4819477
2017,Maryland,Community Facilities,13998141,22,903647
2017,Maryland,Multifamily Housing,21390932,142,8577881
2017,Maryland,Single Family Housing,584808936,2767,37228269
2017,Maryland,Water and Environmental,15815120,22,1983907
2017,Massachusetts,Business Programs,6173076,64,567635
2017,Massachusetts,Community Facilities,3249988,2,0
2017,Massachusetts,Multifamily Housing,13554702,78,1804471
2017,Massachusetts,Single Family Housing,198032283,962,2390701
2017,Massachusetts,Water and Environmental,406830,3,0
2017,Michigan,Business Programs,25315702,79,6507374
2017,Michigan,Community Facilities,80925186,88,39764910
2017,Michigan,Electric Programs,47700000,1,0
2017,Michigan,Multifamily Housing,43366967,1015,11335644
2017,Michigan,Single Family Housing,741966645,6657,45206115
2017,Michigan,Telecommunications Programs,11485046,1,0
2017,Michigan,Water and Environmental,89879600,40,10011000
2017,Minnesota,Business Programs,25189562,80,1136569
2017,Minnesota,Community Facilities,102506370,50,3953992
2017,Minnesota,Electric Programs,100207000,7,0
2017,Minnesota,Multifamily Housing,27694158,917,4911067
2017,Minnesota,Single Family Housing,524713037,3813,40054606
2017,Minnesota,Telecommunications Programs,2149252,2,0
2017,Minnesota,Water and Environmental,36708896,27,5914000
2017,Mississippi,Business Programs,22457010,46,21357507
2017,Mississippi,Community Facilities,21314580,29,20939700
2017,Mississippi,Electric Programs,56839000,2,0
